libelle;text;forme;compte
CORTINEFF 0.1mg Comp. Bt 20;CORTINEFF 0.1mg Comp. Bt 20;comprime;7
CORTIS 100µg Sol.P.Inhal. Fl 100Doses;CORTIS 100µg Sol.P.Inhal. Fl 100Doses;autre;7
CORTIS 250µg 250µg Susp.P.Inhal. Fl 200 Doses;CORTIS 250µg 250µg Susp.P.Inhal. Fl 200 Doses;autre;7
CORTIS 250µg Susp.P.Inhal. Fl 200 Doses;CORTIS 250µg Susp.P.Inhal. Fl 200 Doses;autre;7
CORTIS 50µg Susp.P.Inhal. Fl 200 Doses;CORTIS 50µg Susp.P.Inhal. Fl 200 Doses;autre;7
CORVASAL 2mg Comp.Séc. Bt 30;CORVASAL 2mg Comp.Séc. Bt 30;comprime;7
CORVASAL 4mg Comp.Séc. Bt 30;CORVASAL 4mg Comp.Séc. Bt 30;comprime;7
CORYZALIA Comp.Orodispersible Bt 40;CORYZALIA Comp.Orodispersible Bt 40;comprime;7
COSMEGEN 500µg Pdre.Inj. Bt 1 Fl;COSMEGEN 500µg Pdre.Inj. Bt 1 Fl;injection;7
COSOPT Collyre Fl 5ml;COSOPT Collyre Fl 5ml;gouttes;7
COTAREG 160mg/12.5mg Comp.Pell. Bt 28;COTAREG 160mg/12.5mg Comp.Pell. Bt 28;comprime;7
COTAREG 160mg/25mg Comp.Pell. Bt 30;COTAREG 160mg/25mg Comp.Pell. Bt 30;comprime;7
COTAREG 160mg/25mg Comp.Pell. Bt 90;COTAREG 160mg/25mg Comp.Pell. Bt 90;comprime;7
COTAREG 80mg/12.5mg Comp.Pell. Bt 30;COTAREG 80mg/12.5mg Comp.Pell. Bt 30;comprime;7
COTAREG 80mg/12.5mg Comp.Pell. Bt 90;COTAREG 80mg/12.5mg Comp.Pell. Bt 90;comprime;7
COTRIMOX 480mg Comp. Bt 150;COTRIMOX 480mg Comp. Bt 150;comprime;7
COTRIMOX 480mg Comp. Bt 20;COTRIMOX 480mg Comp. Bt 20;comprime;7
COVERAM 10mg/10mg Comp. Fl 30;COVERAM 10mg/10mg Comp. Fl 30;comprime;7
COVERAM 10mg/5mg  Comp. Fl 30;COVERAM 10mg/5mg  Comp. Fl 30;comprime;7
COVERAM 5mg/10mg Comp. Fl 30;COVERAM 5mg/10mg Comp. Fl 30;comprime;7
COVERAM 5mg/5mg Comp. Fl 30;COVERAM 5mg/5mg Comp. Fl 30;comprime;7
COVERSYL 10mg Comp.Pell. Fl 30;COVERSYL 10mg Comp.Pell. Fl 30;comprime;7
COVERSYL 5mg Comp.Pell. Fl 30;COVERSYL 5mg Comp.Pell. Fl 30;comprime;7
COXIBREX 200mg Gél. Bt 10;COXIBREX 200mg Gél. Bt 10;gelule;7
COXIBREX 200mg Gél. Bt 20;COXIBREX 200mg Gél. Bt 20;gelule;7
COXIBREX 200mg Gél. Bt 30;COXIBREX 200mg Gél. Bt 30;gelule;7
CREON 12000 U 150mg Gélule Fl 60;CREON 12000 U 150mg Gélule Fl 60;gellule;7
CREON 25000UI 300mg Gél. Gastro-résist. Fl 60;CREON 25000UI 300mg Gél. Gastro-résist. Fl 60;gelule;7
CRESTOR 10mg Comp.Pell. Bt 30;CRESTOR 10mg Comp.Pell. Bt 30;comprime;7
CRESTOR 20mg Comp.Pell. Bt 30;CRESTOR 20mg Comp.Pell. Bt 30;comprime;7
CRESTOR 5mg Comp.Pell. Bt 30;CRESTOR 5mg Comp.Pell. Bt 30;comprime;7
CUPRIPEN 250mg Caps. Bt 30;CUPRIPEN 250mg Caps. Bt 30;gellule;7
CURACNE 40mg Caps. molle Bt 30;CURACNE 40mg Caps. molle Bt 30;gellule;7
CURACNE Gé 10mg Capsule Molle Bt 30;CURACNE Gé 10mg Capsule Molle Bt 30;gellule;7
CURACNE Gé 20mg Capsule Molle Bt 30;CURACNE Gé 20mg Capsule Molle Bt 30;gellule;7
CURACNE Gé 5mg Caps. Molle Bt 30;CURACNE Gé 5mg Caps. Molle Bt 30;gellule;7
CURARIUM 25 10mg/ml Sol.Inj. Bt 50/2.5ml (F);CURARIUM 25 10mg/ml Sol.Inj. Bt 50/2.5ml (F);injection;7
CUREAML 500mg Gél. Bt 30;CUREAML 500mg Gél. Bt 30;gelule;7
CUROSURF 120mg/1.5ml Susp.P.Instill.Endotrachéobronchique Bt 1 Fl 1.5ml (F);CUROSURF 120mg/1.5ml Susp.P.Instill.Endotrachéobronchique Bt 1 Fl 1.5ml (F);autre;7
CYCLADOL 20mg Comp Efferv. Bt 14;CYCLADOL 20mg Comp Efferv. Bt 14;comprime;7
CYCLADOL 20mg Comp Séc. Bt 14;CYCLADOL 20mg Comp Séc. Bt 14;comprime;7
CYCLADOL 20mg Suppo. Bt 10;CYCLADOL 20mg Suppo. Bt 10;suppositoire;7
CYCLO 3 Crème Derm. Tb 40gr;CYCLO 3 Crème Derm. Tb 40gr;pommade;7
CYCLO 3 FORT 150mg Gél. Bt 30;CYCLO 3 FORT 150mg Gél. Bt 30;gelule;7
CYCLOCOL 0.5% Collyre Fl/ 0.5ml;CYCLOCOL 0.5% Collyre Fl/ 0.5ml;gouttes;7
CYCLODEX 20mg Comp.Séc. Bt 14;CYCLODEX 20mg Comp.Séc. Bt 14;comprime;7
CYCLODEX 20mg Comp.Séc. Bt 7;CYCLODEX 20mg Comp.Séc. Bt 7;comprime;7
CYCLOFF 100mg/5ml Susp.Buv. Fl 125ml;CYCLOFF 100mg/5ml Susp.Buv. Fl 125ml;sirop;7
CYCLOFF 400mg Comp. Bt 20;CYCLOFF 400mg Comp. Bt 20;comprime;7
CYMEVENE 500mg Pdre.Prép.Inj. Bt 1Fl;CYMEVENE 500mg Pdre.Prép.Inj. Bt 1Fl;injection;7
CYSTADANE 1gr Poudre Paquet 180gr;CYSTADANE 1gr Poudre Paquet 180gr;autre;7
CYSTAGAN 150mg Gél. Bt 100;CYSTAGAN 150mg Gél. Bt 100;gelule;7
CYSTAGAN 50mg Gél. Bt 100;CYSTAGAN 50mg Gél. Bt 100;gelule;7
CYSTINA 500mg Gél Bt 20;CYSTINA 500mg Gél Bt 20;gellule;7
CYTEAL 0.1% Sol.Ext. Fl 250ml;CYTEAL 0.1% Sol.Ext. Fl 250ml;autre;7
CYTEAL 0.1% Sol.Ext. Fl 500ml;CYTEAL 0.1% Sol.Ext. Fl 500ml;autre;7
CYTOBICINE 10mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml (F);CYTOBICINE 10mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml (F);injection;7
CYTOBICINE 50mg/25ml Sol.Inj.P.Perf. Bt 1Fl/25ml (F);CYTOBICINE 50mg/25ml Sol.Inj.P.Perf. Bt 1Fl/25ml (F);injection;7
CYTOFLU 1gr/20ml (50mg/ml) Sol.Inj.P.Perf. Bt 1Fl/20ml;CYTOFLU 1gr/20ml (50mg/ml) Sol.Inj.P.Perf. Bt 1Fl/20ml;injection;7
CYTOFLU 250mg/5ml (50mg/ml) Sol.Inj.P.Perf. Bt 1Fl/5ml;CYTOFLU 250mg/5ml (50mg/ml) Sol.Inj.P.Perf. Bt 1Fl/5ml;injection;7
CYTOPAXEL 100mg/16.7ml Sol.Inj.P.Perf. Bt 1Fl/16.7ml;CYTOPAXEL 100mg/16.7ml Sol.Inj.P.Perf. Bt 1Fl/16.7ml;injection;7
CYTOPAXEL 30mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml;CYTOPAXEL 30mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml;injection;7
CYTOTEC 200mcg Comp. Bt 28;CYTOTEC 200mcg Comp. Bt 28;comprime;7
CYTOTERE 20mg/ml Sol.Inj.P.Perf. Bt 1Fl/1ml;CYTOTERE 20mg/ml Sol.Inj.P.Perf. Bt 1Fl/1ml;injection;7
CYTOTERE 80mg/4ml Sol. Inj.P.Perf. Bt 1Fl/4ml;CYTOTERE 80mg/4ml Sol. Inj.P.Perf. Bt 1Fl/4ml;injection;7
CYTOXALINE 100mg/20ml Sol.Inj.P.Perf. Bt 1Fl/20ml;CYTOXALINE 100mg/20ml Sol.Inj.P.Perf. Bt 1Fl/20ml;injection;7
CYTOXALINE 50mg/10ml Sol.Inj.P.Perf. Bt 1Fl/10ml;CYTOXALINE 50mg/10ml Sol.Inj.P.Perf. Bt 1Fl/10ml;injection;7
CYVALTEX 500 500mg Comp.Pell. Fl 10;CYVALTEX 500 500mg Comp.Pell. Fl 10;comprime;7
CYVALTEX 500 500mg Comp.Pell. Fl 42;CYVALTEX 500 500mg Comp.Pell. Fl 42;comprime;7
CYVALTEX 500 500mg Comp.Pell. Fl 90;CYVALTEX 500 500mg Comp.Pell. Fl 90;comprime;7
CYVAX 125mcg/25mcg Aérosol Fl 120Doses;CYVAX 125mcg/25mcg Aérosol Fl 120Doses;autre;7
CYVAX 250µg/25µg Susp.P.Inhal. Fl 120Doses;CYVAX 250µg/25µg Susp.P.Inhal. Fl 120Doses;autre;7
DACIN 200mg Inj. Bt 12Fl;DACIN 200mg Inj. Bt 12Fl;injection;7
DACUROSE Collyre Bt 10/10ml;DACUROSE Collyre Bt 10/10ml;gouttes;7
DACUROSE Collyre Bt 20/10 ml;DACUROSE Collyre Bt 20/10 ml;gouttes;7
DAFALGAN 1gr Comp.Pell. Bt 8;DAFALGAN 1gr Comp.Pell. Bt 8;comprime;7
DAFLON 500mg Comp.Pell. Bt 30;DAFLON 500mg Comp.Pell. Bt 30;comprime;7
DAIVOBET 50mcg/0,5mg/gr Pde Derm. Tb 60gr;DAIVOBET 50mcg/0,5mg/gr Pde Derm. Tb 60gr;pommade;7
DAIVOBET 50mcg/0.5mg/gr Gel Derm. Fl 30gr;DAIVOBET 50mcg/0.5mg/gr Gel Derm. Fl 30gr;gel;7
DAIVOBET 50mcg/0.5mg/gr Gel Derm. Fl 60gr;DAIVOBET 50mcg/0.5mg/gr Gel Derm. Fl 60gr;gel;7
DAIVONEX 0,005% Crème Derm. Tb 30gr;DAIVONEX 0,005% Crème Derm. Tb 30gr;pommade;7
DAIVONEX 50mcg/gr Pde.derm.Tb 30gr;DAIVONEX 50mcg/gr Pde.derm.Tb 30gr;pommade;7
DAKIN COOPER STABILISEE Sol.Ext. Fl 250ml;DAKIN COOPER STABILISEE Sol.Ext. Fl 250ml;autre;7
DAKIN COOPER STABILISEE Sol.Ext. Fl 500ml;DAKIN COOPER STABILISEE Sol.Ext. Fl 500ml;autre;7
DAKTARIN 2% Gel Buccal Tb 40gr;DAKTARIN 2% Gel Buccal Tb 40gr;gel;7
DALACINE 600mg Sol.Inj. Bt 1/4ml;DALACINE 600mg Sol.Inj. Bt 1/4ml;injection;7
DALACINE T TOPIC 1% Sol.Ext. Fl 30ml;DALACINE T TOPIC 1% Sol.Ext. Fl 30ml;autre;7
DANATROL 200mg Gél. Bt 40;DANATROL 200mg Gél. Bt 40;gelule;7
DANATROL Gél.200mg Bt 100;DANATROL Gél.200mg Bt 100;gelule;7
DANTRIUM 25mg Gélule Bt 100;DANTRIUM 25mg Gélule Bt 100;gellule;7
DANTRIUM IV 20mg Sol.Inj. Bt 36Fl;DANTRIUM IV 20mg Sol.Inj. Bt 36Fl;injection;7
DAONIL 5mg Comp.Séc. Bt 100;DAONIL 5mg Comp.Séc. Bt 100;comprime;7
DAONIL 5mg Comp.Séc. Bt 20;DAONIL 5mg Comp.Séc. Bt 20;comprime;7
DEBRICOL 100mg Comp. Bt 30;DEBRICOL 100mg Comp. Bt 30;comprime;7
DEBRICOL 200mg Comp.Séc. Bt 20;DEBRICOL 200mg Comp.Séc. Bt 20;comprime;7
DEBRICOL 4,8mg/ml Granules/susp Fl 100ML;DEBRICOL 4,8mg/ml Granules/susp Fl 100ML;autre;7
DEBRICOL 4.8mg/ml GLé. Susp. Buv. Fl 250ml;DEBRICOL 4.8mg/ml GLé. Susp. Buv. Fl 250ml;sirop;7
DEBRICOL 74.4mg Glé.Susp.Buv. Bt 30 Sachets;DEBRICOL 74.4mg Glé.Susp.Buv. Bt 30 Sachets;sirop;7
DEBRIDAT 100mg Comp pel. Bt 30;DEBRIDAT 100mg Comp pel. Bt 30;comprime;7
DEBRIDAT 200mg Comp.Pell. Bt 15;DEBRIDAT 200mg Comp.Pell. Bt 15;comprime;7
DEBRIDAT 4,8mg/ml Granulé susp.buv. Fl 125ml + pipette doseuse;DEBRIDAT 4,8mg/ml Granulé susp.buv. Fl 125ml + pipette doseuse;sirop;7
DEBRIDAT 4,8mg/ml Granules/Susp Fl 250ml + pipette doseuse;DEBRIDAT 4,8mg/ml Granules/Susp Fl 250ml + pipette doseuse;autre;7
DECAPEPTYL LP 11,25mg Pdre/Prép.Inj. Bt 1Fl+s/2ml + Seringue;DECAPEPTYL LP 11,25mg Pdre/Prép.Inj. Bt 1Fl+s/2ml + Seringue;injection;7
DECAPEPTYL SC 100mcg Sol inj Bt 7+solv/1ml;DECAPEPTYL SC 100mcg Sol inj Bt 7+solv/1ml;injection;7
DECONTRACTYL 500mg Comp.Pell. Bt 24;DECONTRACTYL 500mg Comp.Pell. Bt 24;comprime;7
DECONTRACTYL Baume Derm. Tb 80gr;DECONTRACTYL Baume Derm. Tb 80gr;autre;7
DECTANCYL 0,5mg Comp. Bt 30;DECTANCYL 0,5mg Comp. Bt 30;comprime;7
DEDROGYL 15mg/100ml Gttes buv Fl/10ml;DEDROGYL 15mg/100ml Gttes buv Fl/10ml;sirop;7
DEFLATINE Comp. à Sucer Bt 16;DEFLATINE Comp. à Sucer Bt 16;comprime;7
DELABARRE Gel Gingival Tb 20gr;DELABARRE Gel Gingival Tb 20gr;gel;7
DELAPRIDE 30mg/2,5mg Comp séc Fl 28;DELAPRIDE 30mg/2,5mg Comp séc Fl 28;comprime;7
DENIR Sirop 0,500mg/5ml Fl 125ml;DENIR Sirop 0,500mg/5ml Fl 125ml;sirop;7
DEPAKINE 200mg Comp Gastrorésis. Fl 20;DEPAKINE 200mg Comp Gastrorésis. Fl 20;comprime;7
DEPAKINE 200mg/ml Sol.Buv. Fl 40ml;DEPAKINE 200mg/ml Sol.Buv. Fl 40ml;sirop;7
DEPAKINE 500mg Comp Gastrrésis. Fl 20;DEPAKINE 500mg Comp Gastrrésis. Fl 20;comprime;7
DEPAKINE 500mg Comp. Gastro-résistant Fl 20;DEPAKINE 500mg Comp. Gastro-résistant Fl 20;comprime;7
DEPAKINE 57.64mg/ml Sirop Fl 150ml;DEPAKINE 57.64mg/ml Sirop Fl 150ml;sirop;7
DEPAKINE CHRONO 500mg Comp. Pell. Séc. LP Fl 30;DEPAKINE CHRONO 500mg Comp. Pell. Séc. LP Fl 30;comprime;7
DEPAMIDE 300mg Comp.Pell. Bt 30;DEPAMIDE 300mg Comp.Pell. Bt 30;comprime;7
DEPO-MEDROL 80mg/2ml Susp.Inj. Ser/2ml;DEPO-MEDROL 80mg/2ml Susp.Inj. Ser/2ml;injection;7
DEPRENYL 5mg Comp. Bt 100;DEPRENYL 5mg Comp. Bt 100;comprime;7
DEPROXYL 20mg Comp.Pell.Séc. Bt 14;DEPROXYL 20mg Comp.Pell.Séc. Bt 14;comprime;7
DEPROXYL 20mg Comp.Pell.Séc. Bt 30;DEPROXYL 20mg Comp.Pell.Séc. Bt 30;comprime;7
DEQUINONE 4% Crème Derm. Tb 30gr;DEQUINONE 4% Crème Derm. Tb 30gr;pommade;7
DERMOBACTER Sol.ext. Fl 300ml;DERMOBACTER Sol.ext. Fl 300ml;autre;7
DERMOCORT 0.05% Crème Derm.Tb 10gr;DERMOCORT 0.05% Crème Derm.Tb 10gr;pommade;7
DERMOSALIC 0.05% Lotion Fl 30gr;DERMOSALIC 0.05% Lotion Fl 30gr;autre;7
DERMOSALIC 0.05% Pde Derm.Tb 30gr;DERMOSALIC 0.05% Pde Derm.Tb 30gr;pommade;7
DERMOSONE 0.05% Crème Derm. Tb 15gr;DERMOSONE 0.05% Crème Derm. Tb 15gr;pommade;7
DERMOSONE 0.05% Lotion Fl 15ml;DERMOSONE 0.05% Lotion Fl 15ml;autre;7
DERMOSONE 0.05% Pde Derm. Tb 15gr;DERMOSONE 0.05% Pde Derm. Tb 15gr;pommade;7
DERMOSONE NEOMYCINE 0,05% Pde. Derm. Tb 15gr;DERMOSONE NEOMYCINE 0,05% Pde. Derm. Tb 15gr;pommade;7
DERMOSONE NEOMYCINE Crème Derm. Tb 15gr;DERMOSONE NEOMYCINE Crème Derm. Tb 15gr;pommade;7
DERMOVIT A+D Pde.Derm. Tb 35gr;DERMOVIT A+D Pde.Derm. Tb 35gr;pommade;7
DEROXAT 20mg Comp.Pell.Séc. Bt 14;DEROXAT 20mg Comp.Pell.Séc. Bt 14;comprime;7
DEROXAT 20mg Comp.Pell.Séc. Bt 50;DEROXAT 20mg Comp.Pell.Séc. Bt 50;comprime;7
DESFERAL 500mg Pdre et Slv.P.Sol.Inj. Bt 10;DESFERAL 500mg Pdre et Slv.P.Sol.Inj. Bt 10;injection;7
DESFERAL Fl. inj. 500mg Bt 1+1(5ml);DESFERAL Fl. inj. 500mg Bt 1+1(5ml);injection;7
DESLOR 5mg Comp.Pell. Bt 15;DESLOR 5mg Comp.Pell. Bt 15;comprime;7
DESLOR 5mg Comp.Pell. Bt 7;DESLOR 5mg Comp.Pell. Bt 7;comprime;7
DESLOR 5mg Comp.Pell.Bt 30;DESLOR 5mg Comp.Pell.Bt 30;comprime;7
DESLORYNE 5 5 mg Comp.Pell. Bt 30;DESLORYNE 5 5 mg Comp.Pell. Bt 30;comprime;7
DESOMEDINE 0.1% Collyre Fl 10ml;DESOMEDINE 0.1% Collyre Fl 10ml;gouttes;7
DETENSIEL 10mg Comp.Pell.Séc. Bt 30;DETENSIEL 10mg Comp.Pell.Séc. Bt 30;comprime;7
DETRUSITOL RETARD 2mg Gél. LP. Bt 14;DETRUSITOL RETARD 2mg Gél. LP. Bt 14;gelule;7
DETRUSITOL RETARD 4mg Gél. LP Bt 14;DETRUSITOL RETARD 4mg Gél. LP Bt 14;gelule;7
DETURGYLONE 2.5mg/ml Spray Nasal Fl 10ml;DETURGYLONE 2.5mg/ml Spray Nasal Fl 10ml;autre;7
DEXAMEDIS 4mg Sol inj 1 Amp 1ml;DEXAMEDIS 4mg Sol inj 1 Amp 1ml;injection;7
DEXAMEDIS FORT 8mg/2ml Sol.Inj. Bt 1/2ml;DEXAMEDIS FORT 8mg/2ml Sol.Inj. Bt 1/2ml;injection;7
DEXAMETHASONE MEDIS 4mg/ml  Sol.Inj. Bt 50/1ml;DEXAMETHASONE MEDIS 4mg/ml  Sol.Inj. Bt 50/1ml;injection;7
DEXAMEX 0.1% Collyre Fl 5ml;DEXAMEX 0.1% Collyre Fl 5ml;gouttes;7
DEXERYL Crème Derm. Tb 150gr;DEXERYL Crème Derm. Tb 150gr;pommade;7
DEXONE 4 4mg Sol.Inj. Bt 1/1ml;DEXONE 4 4mg Sol.Inj. Bt 1/1ml;injection;7
DEXONE 4 4mg Sol.Inj. Bt 5/1ml;DEXONE 4 4mg Sol.Inj. Bt 5/1ml;injection;7
DEXONE 8 8mg Sol.Inj. Bt 1/2ml;DEXONE 8 8mg Sol.Inj. Bt 1/2ml;injection;7
DIABENORM 80mg Comp. Séc. Bt 60;DIABENORM 80mg Comp. Séc. Bt 60;comprime;7
DIABENORM 80mg Comp.Séc. Bt 20;DIABENORM 80mg Comp.Séc. Bt 20;comprime;7
DIABENYL 5mg Comp.Séc. Bt 100;DIABENYL 5mg Comp.Séc. Bt 100;comprime;7
DIABENYL 5mg Comp.Séc. Bt 20;DIABENYL 5mg Comp.Séc. Bt 20;comprime;7
DIABENYL 5mg Comp.Séc. Bt 500;DIABENYL 5mg Comp.Séc. Bt 500;comprime;7
DIABIPHAGE 1000mg Comp.Pell.Séc. Bt 60;DIABIPHAGE 1000mg Comp.Pell.Séc. Bt 60;comprime;7
DIABIPHAGE 850mg Comp.Pell. Bt 60;DIABIPHAGE 850mg Comp.Pell. Bt 60;comprime;7
DIABIREL 1mg Comp séc. Bt 30;DIABIREL 1mg Comp séc. Bt 30;comprime;7
DIABIREL 2mg Comp séc. Bt 30;DIABIREL 2mg Comp séc. Bt 30;comprime;7
DIABIREL 3mg Comp séc. Bt 30;DIABIREL 3mg Comp séc. Bt 30;comprime;7
DIABIREL 4mg Comp séc. Bt 30;DIABIREL 4mg Comp séc. Bt 30;comprime;7
DIABITOS 1000mg Comp.Pell.Séc. Bt 30;DIABITOS 1000mg Comp.Pell.Séc. Bt 30;comprime;7
DIABITOS 850mg Comp.Pell. Bt 30;DIABITOS 850mg Comp.Pell. Bt 30;comprime;7
DIAFORMINE 850mg Comp.Pell. Bt 120;DIAFORMINE 850mg Comp.Pell. Bt 120;comprime;7
DIAFORMINE 850mg Comp.Pell. Bt 30;DIAFORMINE 850mg Comp.Pell. Bt 30;comprime;7
DIAFUSOR 10 10mg/24h Dispositif Trans-Dermique BT 30;DIAFUSOR 10 10mg/24h Dispositif Trans-Dermique BT 30;autre;7
DIAFUSOR 5 5mg/24h Dispositif Trans-Dermique BT 30;DIAFUSOR 5 5mg/24h Dispositif Trans-Dermique BT 30;autre;7
DIALON 850mg Comp. Pell. Bt 30;DIALON 850mg Comp. Pell. Bt 30;comprime;7
DIAMEZID 30mg Comp.Pell. à Liberation Modifiée Bt 30;DIAMEZID 30mg Comp.Pell. à Liberation Modifiée Bt 30;comprime;7
DIAMEZID 60mg Comp.Pell.Séc. LM Bt 30;DIAMEZID 60mg Comp.Pell.Séc. LM Bt 30;comprime;7
DIAMICRON 60mg Comp.Séc. à Libération Modifiée Bt 30;DIAMICRON 60mg Comp.Séc. à Libération Modifiée Bt 30;comprime;7
DIAMICRON 60mg Comp.Séc. à Libération Modifiée Bt 90;DIAMICRON 60mg Comp.Séc. à Libération Modifiée Bt 90;comprime;7
DIAMICRON LM 30mg Comp. à libération modifiée Bt 30;DIAMICRON LM 30mg Comp. à libération modifiée Bt 30;comprime;7
DIAMOX 250mg Comp séc. Bt 24;DIAMOX 250mg Comp séc. Bt 24;comprime;7
DIAMOX 250mg Comp.Séc. Bt 24;DIAMOX 250mg Comp.Séc. Bt 24;comprime;7
DIANE 35µg Comp.Enr. Bt 21;DIANE 35µg Comp.Enr. Bt 21;comprime;7
DIARETYL 2mg Gél. Bt 10;DIARETYL 2mg Gél. Bt 10;gelule;7
DIARETYL 2mg Gél. Bt 20;DIARETYL 2mg Gél. Bt 20;gelule;7
DIARIX 200mg Comp.Pell. Bt 12;DIARIX 200mg Comp.Pell. Bt 12;comprime;7
DIARRYL 4% Susp.Buv. 220mg/5ml Fl 90ml;DIARRYL 4% Susp.Buv. 220mg/5ml Fl 90ml;sirop;7
DIAZEPAM 10mg/2ml Sol.Inj. Amp. 2ml Bt 10;DIAZEPAM 10mg/2ml Sol.Inj. Amp. 2ml Bt 10;injection;7
DIAZEPAM Comp 5mg Bt 50;DIAZEPAM Comp 5mg Bt 50;comprime;7
DIAZEPEKS 5mg/1ml Sol.Inj. Amp. 2ml Bt 100 (F);DIAZEPEKS 5mg/1ml Sol.Inj. Amp. 2ml Bt 100 (F);injection;7
DICETEL 100mg Comp.Pell. Bt 20;DICETEL 100mg Comp.Pell. Bt 20;comprime;7
DICLAIR-HP-HCG 5000UI Sol.Inj. Bt 3+3;DICLAIR-HP-HCG 5000UI Sol.Inj. Bt 3+3;injection;7
DICLOABAK 1mg/ml Collyre Fl 10ml;DICLOABAK 1mg/ml Collyre Fl 10ml;gouttes;7
DICLOFEN 100mg Suppo. Bt 10;DICLOFEN 100mg Suppo. Bt 10;suppositoire;7
DICLOFEN 100mg Suppo. Bt 50;DICLOFEN 100mg Suppo. Bt 50;suppositoire;7
DICLOFEN 25mg Comp. Gastro-résistant Bt 30;DICLOFEN 25mg Comp. Gastro-résistant Bt 30;comprime;7
DICLOFEN 25mg Comp. Gastro-resistant Bt 300;DICLOFEN 25mg Comp. Gastro-resistant Bt 300;comprime;7
DICLOFEN 50mg Comp. Gastro-résist. Bt 240;DICLOFEN 50mg Comp. Gastro-résist. Bt 240;comprime;7
DICLOFEN 50mg Comp. Gastro-résist. Bt 30;DICLOFEN 50mg Comp. Gastro-résist. Bt 30;comprime;7
DICLOGESIC Enf. 12,5mg Suppo. Bt 10;DICLOGESIC Enf. 12,5mg Suppo. Bt 10;suppositoire;7
DICLOPAL 1% Gel Derm.Tb 50 gr;DICLOPAL 1% Gel Derm.Tb 50 gr;gel;7
DICLOPAL 100mg Suppo. Bt 10;DICLOPAL 100mg Suppo. Bt 10;suppositoire;7
DICYNONE 250mg Comp.  Bt 20;DICYNONE 250mg Comp.  Bt 20;comprime;7
DICYNONE 250mg Comp. Bt 20;DICYNONE 250mg Comp. Bt 20;comprime;7
DICYNONE 250mg Sol. Inj. Bt 6/2ml;DICYNONE 250mg Sol. Inj. Bt 6/2ml;injection;7
DICYNONE 250mg Sol.Inj. Bt 6/2ml;DICYNONE 250mg Sol.Inj. Bt 6/2ml;injection;7
DICYNONE 500mg Comp Bt 20;DICYNONE 500mg Comp Bt 20;comprime;7
DIFEXA 125mg Comp. Dispers. Bt 30;DIFEXA 125mg Comp. Dispers. Bt 30;comprime;7
DIFEXA 250mg Comp. Dispers. Bt 30;DIFEXA 250mg Comp. Dispers. Bt 30;comprime;7
DIFEXA 500mg Comp. Dispers. Bt 28;DIFEXA 500mg Comp. Dispers. Bt 28;comprime;7
DIFFERINE 0.1% Crème Derm. Tb 30gr;DIFFERINE 0.1% Crème Derm. Tb 30gr;pommade;7
DIFFERINE 0.1% Gel Derm. Tb 30gr;DIFFERINE 0.1% Gel Derm. Tb 30gr;gel;7
DIFLU4 150mg Gélule Bt 4;DIFLU4 150mg Gélule Bt 4;gellule;7
DIFLUCAN Gél. 150mg Bt 1;DIFLUCAN Gél. 150mg Bt 1;gelule;7
DIFLUZOL 150mg Gél Bt 1;DIFLUZOL 150mg Gél Bt 1;gellule;7
DIFLUZOL 150mg Gél Bt 4;DIFLUZOL 150mg Gél Bt 4;gellule;7
DIFLUZOL 150mg Gél. Bt 12;DIFLUZOL 150mg Gél. Bt 12;gelule;7
DIFLUZOL 150mg Gél. Bt 2;DIFLUZOL 150mg Gél. Bt 2;gelule;7
DIFLUZOL 50mg Gél. Bt 7;DIFLUZOL 50mg Gél. Bt 7;gelule;7
DIGOXINE NATIVELLE 0.250mg Comp. Bt 30;DIGOXINE NATIVELLE 0.250mg Comp. Bt 30;comprime;7
DIGOXINE NATIVELLE 5 µg/0,1 ml Sol. buv. (pipette doseuse) Fl. 60 ml;DIGOXINE NATIVELLE 5 µg/0,1 ml Sol. buv. (pipette doseuse) Fl. 60 ml;sirop;7
DIGOXINE SOPHARMA 0.250mg Comp.Séc. Bt 20;DIGOXINE SOPHARMA 0.250mg Comp.Séc. Bt 20;comprime;7
DILACOR 2mg  Comp. Séc. Bt 30;DILACOR 2mg  Comp. Séc. Bt 30;comprime;7
DILACOR 2mg Comp.Séc. Bt 90;DILACOR 2mg Comp.Séc. Bt 90;comprime;7
DILACOR 4mg  Comp. Bt 30;DILACOR 4mg  Comp. Bt 30;comprime;7
DILACOR 4mg Comp. Bt 90;DILACOR 4mg Comp. Bt 90;comprime;7
DILATRANE 1% Sirop Fl 200ml;DILATRANE 1% Sirop Fl 200ml;sirop;7
DIMETASONE 0.05% Crème Derm. Tb 15gr;DIMETASONE 0.05% Crème Derm. Tb 15gr;pommade;7
DIMETASONE 0.05% Pde. Derm. Tb 15gr;DIMETASONE 0.05% Pde. Derm. Tb 15gr;pommade;7
DINALEXIN 20mg Gél. Bt 30;DINALEXIN 20mg Gél. Bt 30;gelule;7
DINALEXIN 20mg Gél. Bt 300;DINALEXIN 20mg Gél. Bt 300;gelule;7
